question,label
can you spend euros in the isle of man,1
does a trust have to have a trustee,1
is there a water park at alton towers,1
does canada have a right to free speech,1
does tequila have a worm in the bottle,1
can you play xbox 360 games on an xbox one console,1
the persian empire attacked greece by both land and sea,1
is a the window seat on a plane,1
is there such a thing as a ground squirrel,1
is the current movie a star is born a remake,1
is the fuller brush company still in business,1
is season eight the last season of game of thrones,1
does teresa die in the death cure book,1
are all boston terriers born by c section,1
is there a fifty shades of grey part 2,1
do you still get paid while on strike,1
did they take wrestling out of the olympics,1
is distance measured using the same system all over the world,1
is there a fifa world cup 2018 game,1
are oakley and ray ban owned by the same company,1
was the movie chicago based on a true story,1
is the ivory coast north of the equator,1
did miles and corky married on murphy brown,1
can you get a restraining order against your landlord,1
do i need a visa to usa as a british citizen,1
do inter milan and ac milan share a stadium,1
is an undertow the same as a rip current,1
is there going to be a season 2 of flashforward,1
did anyone die in the battle of fort sumter,1
did the atlanta braves ever win the world series,1
is los cabos same as cabo san lucas,1
if you get subbed out in soccer can you come back in,1
is there a walmart store in every state,1
dialup is the slowest type of the internet connection,1
is the cambelt the same as the timing belt,1
can a young person die of natural causes,1
did gone with the wind win the best picture academy award,1
can juveniles be sentenced to death in texas,1
is any atp made in the krebs cycle,1
does natasha marry pierre in war and peace,1
is there going to be suicide squad two,1
is movie bernie based on a true story,1
are ground hogs and woodchucks the same animal,1
does microsoft office professional plus 2016 include project,1
is there a bridge connecting sweden and denmark,1
can a man legally change his last name,1
is it legal to drink in public france,1
does curry have a brother in the nba,1
the money used in jordan is called the dinar,1
can you have a pistol in the uk,1
is it possible for hair to change color,1
can you buy 190 proof everclear in michigan,1
is blood serum the same as blood plasma,1
is mother day the first sunday of may,1
is the grand floridian modeled after the hotel del coronado,1
is there barge traffic on the missouri river,1
is walmart the biggest retail company in america,1
is acyclovir used for anything other than herpes,1
is there a age limit to be president,1
are they making another season of young justice,1
port vale only team not named after a place,1
has panama ever made it to the world cup,1
are there any members of the bee gees still alive,1
is there going to be a world cup 2018 game,1
by the end of the fourth century christianity was the official religion of the roman empire,1
did mariah carey wrote all i want for christmas,1
is the film truth or dare on netflix,1
is there a new season of the resident,1
are the new york cosmos in the mls,1
is season 7 of once upon a time the last,1
pteridophytes can be referred to as vascular cryptogams comment,1
is rogue one a part of star wars,1
is a fixed asset a non current asset,1
do you have to pay tax on bet winnings australia,1
will there be a season 5 of skinny girl in transit,1
is there a season 7 of game of thrones,1
did the mets ever win a world series,1
do max and liz get back together in roswell,1
is a shallot the same as a leek,1
is there such a thing as a widow's ring,1
is the cerebrum and the cerebral cortex the same,1
is there going to be a season 3 marco polo,1
does every country have an embassy in the us,1
is the tv show blue bloods still on,1
can you use wood bats in college baseball,1
does the piccadilly line stop at turnham green on sundays,1
is season 7 the final season of true blood,1
does the air force have a top gun,1
can you have twins and have two different fathers,1
can a person function with half a brain,1
can you make a right turn on red in north carolina,1
does the unites states have an official language,1
are texas hold em and poker the same,1
is a worm part of the snake family,1
does the dog die in the movie benji,1
changes in the gene pool can occur due to various mechanisms,1
is new zealand located on the pacific ring of fire,1
is there a difference between tif and tiff files,1
is there going to be the messengers season 2,1
is dulles airport the same as reagan airport,1
is great britain still part of the european union,1
did monk ever solve his wife's case,1
do you need a photo id to vote in texas,1
can a written statement be used in court,1
has the vice president ever broken a tie in the senate,1
is there a bank of the west in arizona,1
do american league teams play against national league teams,1
do abby and luka get married on er,1
is jill and jessa counting on still on,1
in blue lagoon are they brother and sister,1
is central park the biggest park in america,1
is the word ain't in the english dictionary,1
do all pendulums swing at the same rate,1
is trinidad and tobago part of the caribbean,1
is scottie pippen in the nba hall of fame,1
is there a sequel to war of the planet of the apes,1
is the 100 based off of a book,1
is there such a thing as certified email,1
